name,type,capacity_mw,operator,state,osm_id,lng,lat
Rajahmundry Power Plant,gas,768.0,GMR Rajahmundry Energy Limited,Andhra Pradesh,way/241988348,81.8101541,16.9239974
Konaseema Power Plant,gas,445.0,Konaseema Gas Power Limited,Andhra Pradesh,way/242167570,81.8629548,16.7362223
Lanco Kondapalli Power Plant,gas,1476.0,Lanco,Andhra Pradesh,way/242291892,80.5527311,16.6399027
Dr Narla Tata Rao Thermal Power Station,coal,1760.0,Andhra Pradesh Power Generation Corporation,Andhra Pradesh,way/242291926,80.5406878,16.5998551
Nagarjunasagar Right Canal power house,hydro,90.0,Andhra Pradesh Power Generation Corporation,Andhra Pradesh,way/242543810,79.3113092,16.5698209
Nagarjunasagar Dam power house,hydro,815.6,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/242543811,79.31396,16.5781964
Kakatiya Thermal Power Station,coal,1100.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/242702057,79.8293215,18.3830826
Unnamed Hydro Plant,hydro,24.0,Unknown,Andhra Pradesh,way/242749525,80.8851272,17.8551142
Unnamed Unknown Plant,coal,0,Unknown,Maharashtra,way/242827233,79.1966007,20.0126953
Unnamed Coal Plant,coal,0,Unknown,Maharashtra,way/242827249,79.119793,19.9307898
Dhariwal Power Plant,coal,600.0,Unknown,Maharashtra,way/242827252,79.204223,20.0129779
Unnamed Unknown Plant,coal,0,Unknown,Maharashtra,way/242827285,79.1841826,20.0062011
Jurala,hydro,234.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/244894492,77.7040679,16.3326059
Srisailam left power station,hydro,900.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/245128386,78.9029278,16.0953046
Srisailam right power station,hydro,770.0,Andhra Pradesh Power Generation Corporation,Andhra Pradesh,way/245128484,78.901444,16.0887047
Rayalaseema Thermal Power Station,coal,1650.0,Andhra Pradesh Power Generation Corporation,Andhra Pradesh,way/245128513,78.4555571,14.7037753
Sipat Thermal Power Station,coal,2980.0,National Thermal Power Corporation,Chhattisgarh,way/248385257,82.290914,22.1291184
Dongamahua Power Plant,coal,540.0,DB Power Limited,Chhattisgarh,way/248385293,83.5350716,22.1284377
Singhal Forestry,solar,2.0,Unknown,Chhattisgarh,way/248481693,83.0380851,21.3202503
Omkareshwar,hydro,520.0,NHDC Limited,Madhya Pradesh,way/248594484,76.1635821,22.2451307
Almatti Dam Power House,hydro,290.0,Karnataka Power Corporation Limited,Karnataka,way/250565698,75.885912,16.3279486
Supa Dam Powerhouse,hydro,100.0,Karnataka Power Corporation Limited,Karnataka,way/251093125,74.5277344,15.27583
Munirabad Powerhouse,hydro,28.0,Karnataka Power Corporation Limited,Karnataka,way/251260587,76.3286662,15.2666829
Tungabhadra dam Powerhouse,hydro,36.0,Andhra Pradesh Power Generation Corporation,Karnataka,way/251260592,76.3379372,15.2615009
Hampi Powerhouse,hydro,36.0,Andhra Pradesh Power Generation Corporation,Karnataka,way/251260593,76.4972733,15.3161661
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/251260647,76.3665898,15.3500126
Unnamed Hydro Plant,hydro,0,Unknown,Kerala,way/252719769,75.8992005,11.5487781
Kuttiady Trailrace Power House,hydro,0,KSEB,Kerala,way/252720317,75.8929223,11.547763
Talwandi Sabo Power Limited,coal,1980.0,Talwandi Sabo Power Limited (Vedanta),Punjab,way/255035532,75.2316807,29.9168901
Gerusoppa Dam Powerhouse,hydro,240.0,Karnataka Power Corporation Limited,Karnataka,way/255614914,74.6747904,14.2517435
Kadra Dam Power House,hydro,150.0,Karnataka Power Corporation Limited,Karnataka,way/255614915,74.3537202,14.8965317
Mahathma Gandhi Hydro Electric Station,hydro,139.2,Karnataka Power Corporation Limited,Karnataka,way/255614918,74.7994537,14.2273467
Sharavati Generating Station,hydro,1035.0,Karnataka Power Corporation Limited,Karnataka,way/255614923,74.7675275,14.2350694
Kodasalli Dam Power House,hydro,120.0,Karnataka Power Corporation Limited,Karnataka,way/255614926,74.5345876,14.9201489
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/255614928,74.7721016,14.2369856
Linganamakki Power House,hydro,55.0,Karnataka Power Corporation Limited,Karnataka,way/255614930,74.8387032,14.170371
Udupi Power Corporation Limited,coal,1200.0,Adani Power,Karnataka,way/256638645,74.8029503,13.1600325
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/256638738,74.9765214,13.6876649
Bhadra Left Bank Canal Powerhouse,hydro,26.0,Karnataka Power Corporation Limited,Karnataka,way/256638747,75.6366095,13.7021368
power house,hydro,0,Unknown,Uttaranchal,way/256704079,80.0948579,29.0057275
Thannirbhavi Power Plant,gas,220.0,UPCL (Udupi Power Corporation Limited),Karnataka,way/258649221,74.8155524,12.9016033
Panipat Thermal Power Station,coal,710.0,Haryana Power Generation Corporation Limited,Haryana,way/259587456,76.8798411,29.3968857
Umiam Hydroelectric Power Station,hydro,185.6,MeSEB (Meghalaya State Electricity Board),Meghalaya,way/272518535,91.9003476,25.6592554
Bio-Gas Plant,biomass,0,Unknown,Delhi,way/283807712,77.3237051,28.6231219
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/283880658,77.17388,12.3098979
Shimsha Hydro Electric Station,hydro,17.2,Karnataka Power Corporation Limited,Karnataka,way/283880661,77.1983203,12.3382967
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/283880665,77.170673,12.2988345
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/283880669,77.1558671,12.2529375
Lower Periyar Dam,hydro,0,Kerala State Electricity Board,Kerala,way/285660506,76.9570456,9.962295
Bhira Tail Race hydro power station,hydro,80.0,Unknown,Maharashtra,way/294846627,73.3499601,18.4426876
Essar Power Gujarat Plant,gas,720.0,Essar Power,Gujarat,way/295429703,69.8669379,22.3230732
Barsingsar Thermal Power Station,coal,250.0,Neyveli Lignite Corporation,Rajasthan,way/295482053,73.1982407,27.8461113
WY.CANAL A -D,hydro,16.0,Haryana Power Generation Corporation Limited,Uttar Pradesh,way/299881709,77.568373,30.3032941
Unnamed Hydro Plant,hydro,16.0,Haryana Power Generation Corporation Limited,Uttar Pradesh,way/299881712,77.5304614,30.2812268
Unnamed Hydro Plant,hydro,16.0,Haryana Power Generation Corporation Limited,Haryana,way/299881714,77.488387,30.2627831
Unnamed Hydro Plant,hydro,16.0,Haryana Power Generation Corporation Limited,Haryana,way/299881715,77.4514304,30.2488337
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/299891653,77.4969538,30.5307033
Godawari Green Energy Limited CSP,solar,50.0,Godawari Green Energy Limited,Rajasthan,way/300053090,72.2244037,27.6019813
Uri I Hydroelectric Power Station,hydro,480.0,NHPC Limited,Jammu and Kashmir,way/304788297,74.1857452,34.14451
Solapur Thermal Power Plant,coal,1320.0,NTPC,Maharashtra,way/305565392,75.986686,17.549606
Bhatsa Dam Power Station,hydro,15.0,MSEB,Maharashtra,way/306654372,73.4176169,19.5132708
Unnamed Coal Plant,coal,0,Unknown,Andhra Pradesh,way/308319900,80.6665153,17.574258
Unnamed Coal Plant,coal,0,Unknown,Andhra Pradesh,way/308319901,80.6731177,17.5827718
Kothagudem Thermal Power Station,coal,1800.0,Telangana State Power Generation Corporation Limited,Andhra Pradesh,way/308319903,80.6940858,17.6167883
Vijjeswaram Gas Power Plant,gas,272.0,Andhra Pradesh Gas Power Corporation Limited,Andhra Pradesh,way/308740411,81.7243081,16.934099
Uchpinda Power Station,coal,1440.0,RKM Powergen Pvt. Ltd.,Chhattisgarh,way/308983813,83.1205846,21.886745
GMR Warora Energy Power Plant,coal,600.0,GMR Warora Energy Limited,Maharashtra,way/308983814,78.9779785,20.2821409
Athena Chhattisgarh power station,coal,1200.0,Athena Chhattisgarh Power Limited,Chhattisgarh,way/308983816,83.1299372,21.907181
Periyar hydro power station,hydro,161.0,Unknown,Tamil Nadu,way/310070118,77.1905168,9.6267025
Suruliyar,hydro,0,TANGEDCO,Tamil Nadu,way/310070120,77.2726549,9.6202309
Unnamed Gas Plant,gas,0,Unknown,Tamil Nadu,way/310430065,78.8958894,9.3656611
Valathur,gas,187.0,Tamil Nadu Generation and Distribution Corporation,Tamil Nadu,way/310430102,78.9235724,9.3492655
Brahmapuram Diesel Power Plant,gas,63.96,Kerala State Electricity Board Limited,Kerala,way/310521022,76.3738466,9.9979131
Sasan UMPP,coal,3960.0,Reliance,Madhya Pradesh,way/311130978,82.6243262,23.9709238
Manchitiya Jakson,solar,24.0,Unknown,Rajasthan,way/311222081,72.3118808,27.4795682
Ugaras,solar,20.0,Unknown,Rajasthan,way/311222082,72.1260941,26.9717998
Bavadi Barsingha,solar,36.0,Unknown,Rajasthan,way/311222085,72.3240989,27.4391509
Bap - GIS 1-2,solar,15.0,Unknown,Rajasthan,way/311222087,72.3184405,27.3841714
Bap - GIS 3,solar,10.0,Unknown,Rajasthan,way/311222088,72.3136676,27.3888156
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/311222089,72.158497,27.4154665
Gurha SM,solar,10.0,Unknown,Rajasthan,way/311222093,72.8409072,27.8590025
Unnamed Solar Plant,solar,2.0,Unknown,Rajasthan,way/311222095,72.3235303,27.3012901
Lumbaniya,solar,13.0,Unknown,Rajasthan,way/311222099,72.2829825,27.4668792
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/311222104,72.2729014,27.4542077
Tinwari - MB Solar Power Plant,solar,5.0,Unknown,Rajasthan,way/311566564,72.8528479,26.5191759
Tinwari Swiss,solar,5.2,Unknown,Rajasthan,way/311566565,72.8568513,26.5338885
Tinwari AES,solar,5.0,Unknown,Rajasthan,way/311566568,72.8615324,26.525313
Unnamed Solar Plant,solar,2.0,Unknown,Rajasthan,way/311566574,71.6777116,26.4951885
GMR Chhattisgarh Energy Limited,coal,1370.0,GMR Group,Chhattisgarh,way/311954679,81.8572654,21.4513572
Binjkote Power Station,coal,600.0,SKS Power Generation (Chhattisgarh) Limited,Chhattisgarh,way/311954711,83.2045015,22.013822
Mini Hydal Plant,hydro,0,Unknown,Punjab,way/312278295,75.7636909,30.773596
BSES Kochi Kerala Power Ltd,gas,165.0,Reliance Infra,Kerala,way/314628123,76.3191259,10.0735159
Tiroda Thermal Power Project,coal,3300.0,Adani Power,Maharashtra,way/315477177,79.970736,21.4113016
Simhapuri Power Plant,coal,600.0,Simhapuri Energy Ltd.,Andhra Pradesh,way/315758488,80.088014,14.206313
Thermal Powertech Power Plant,coal,1320.0,Sembcorp Energy India Limited,Andhra Pradesh,way/315758494,80.1472541,14.3305462
Meenakshi Thamminapatnam Thermal Power Plant,coal,1000.0,Meenakshi Group,Andhra Pradesh,way/315758504,80.0930535,14.2140402
Sembcorp Gayatri Power Limited (NCC),coal,1320.0,Sembcorp Energy India Limited,Andhra Pradesh,way/315758518,80.1504899,14.3564538
Sri Damodaram Sanjeevaiah Thermal Power Station,coal,2400.0,APGENCO,Andhra Pradesh,way/315758532,80.1216292,14.3263881
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/316835840,76.3033368,32.4715033
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/316835842,76.3224193,32.4791088
Chamera Stage II,hydro,300.0,NHPC Limited,Himachal Pradesh,way/316835848,76.253344,32.472754
Unnamed Hydro Plant,hydro,0,Unknown,Jammu and Kashmir,way/316955045,75.6691676,32.3961093
Raghunathpur Thermal Power Station,coal,1200.0,Damodar Valley Corporation,West Bengal,way/316973340,86.6576229,23.6209637
GAPS Power’s Bio Mass Power,biomass,13.0,GAPS Power & Infrastucture,Maharashtra,way/317985947,75.50381,19.8810301
Bina TPS,coal,500.0,Jaiprakash Power Ventures Limited,Madhya Pradesh,way/319414989,78.135934,24.3172186
Betwasiya,solar,5.0,Unknown,Rajasthan,way/319632918,72.9381928,26.7880467
Bhambuo Ki Dhani,solar,5.0,Unknown,Rajasthan,way/319632919,72.9833455,26.7437597
Rajasthan Atomic Power Station,nuclear,1085.0,Nuclear Power Corporation of India (NPCIL),Rajasthan,way/319865364,75.6235709,24.8766056
Bhavnagar Padva Power Plant,coal,500.0,Unknown,Gujarat,way/321090332,72.2234876,21.5858931
India One,solar,0,Unknown,Rajasthan,way/321648640,72.7856737,24.5164743
Nabinagar Thermal Power Project,coal,1000.0,Bhartiya Rail Bijlee Company Limited,Bihar,way/324059199,84.0908206,24.702005
Gandhinagar Thermal Power Station,coal,630.0,Gujarat State Electricity Corporation Limited,Gujarat,way/326055781,72.6710105,23.2497234
Eastern Gandak Canal H.E. Project,hydro,15.0,Unknown,Bihar,way/327318726,83.9076894,27.409163
Jaypee Nigrie Super Thermal Power Plant,coal,1320.0,Jaiprakash Power Ventures Limited,Madhya Pradesh,way/328548849,81.9089763,24.1536074
Koldam Dam Powerhouse,hydro,800.0,NTPC Limited,Himachal Pradesh,way/330267981,76.876183,31.3821876
Bhakra Left Bank Power House,hydro,990.0,Bhakra Beas Management Board,Himachal Pradesh,way/330278458,76.8686122,31.4130832
Baspa 2,hydro,300.0,JSW Energy,Himachal Pradesh,way/330388003,78.1887691,31.4956767
Tarapur Atomic Power Station,nuclear,1400.0,Nuclear Power Corporation of India (NPCIL),Maharashtra,way/331427518,72.6691512,19.8325926
Unnamed Unknown Plant,coal,120.0,Tata Power Ltd.,West Bengal,way/335946818,88.1216152,22.0539034
Thirumakotai Power Station,gas,107.0,Tamil Nadu Generation and Distribution Corporation,Tamil Nadu,way/341599763,79.4497437,10.5410009
Neyveli New Thermal Power Station,coal,1000.0,NLC India,Tamil Nadu,way/345057949,79.4515461,11.5896913
Chuzachen Hydroelectric Power Station,hydro,110.0,Gati Infrastructure,Sikkim,way/353285070,88.6655182,27.2094727
Tata Power,coal,1580.0,Tata Power,Maharashtra,way/353758535,72.8257992,18.9213158
BEST Receiving Station,gas,0,BEST (Brihanmumbai Electric Supply and Transport),Maharashtra,way/353758540,72.8259269,18.9219654
Dahisar,solar,20.0,Unknown,Gujarat,way/353881219,71.5220843,23.9255381
Tamnar Power Station,coal,3400.0,Jindal Power Limited,Chhattisgarh,way/353914770,83.450249,22.1047558
Raigarh TRN Energy Power Plant,coal,600.0,TRN Energy Private Limited,Chhattisgarh,way/353914867,83.262776,22.1327071
Sahajbahal Jharsuguda Ind-Barath Power Plant,coal,0,Unknown,Orissa,way/353917008,83.9229431,21.664922
Angul power station,coal,1200.0,Jindal Power Limited,Orissa,way/354070558,84.9904421,21.1310415
LARA Super Thermal Power Station,coal,1600.0,NTPC Limited,Chhattisgarh,way/354073569,83.4491144,21.7564706
Jhabua Power Limited,coal,600.0,Avantha Power & Infrastructure Limited,Madhya Pradesh,way/360554668,79.913611,22.7343273
Unnamed Unknown Plant,coal,0,Unknown,Andhra Pradesh,way/362421139,82.2715207,16.9493449
Isanpur,solar,1.0,Harsha Engineers,Gujarat,way/364995920,72.5238035,22.4808619
Jafrabad,solar,15.0,Sunkon Energy,Gujarat,way/364995923,71.2796689,20.8783175
Aliyar hydro power station,hydro,60.0,TANGEDCO,Tamil Nadu,way/373398417,77.0078362,10.4546665
ONGC Tripura (Palatana) Power Plant,gas,726.6,ONGC,Tripura,way/373836928,91.4389992,23.4955669
Lanco Tanjore Power Plant,gas,120.0,Lanco,Tamil Nadu,way/374825637,79.5290129,11.1214883
Ranganadi hydro power station,hydro,405.0,NEEPCO,Arunachal Pradesh,way/375084329,93.7924599,27.2577482
Assam Gas Based Power Plant Bokuloni,gas,291.0,North Eastern Electric Power Corporation,Assam,way/375227630,95.4072527,27.3418387
LTPS,gas,97.2,Unknown,Assam,way/375233192,94.9304693,26.9847929
Uran,gas,672.0,Maharashtra State Power Generation Company,Maharashtra,way/377548455,72.9707029,18.8811927
JSW Ratnagiri Power Plant,coal,1200.0,JSW Energy,Maharashtra,way/377680479,73.2120345,17.2973138
Kudankulam Nuclear Power Plant,nuclear,1864.0,Nuclear Power Corporation of India Ltd.,Tamil Nadu,way/384663588,77.7055336,8.1725383
Vizag Thermal Power Station,coal,1040.0,Hinduja National Power Company Limited,Andhra Pradesh,way/385123914,83.1395378,17.5640681
Unnamed Gas Plant,gas,120.0,Unknown,Andhra Pradesh,way/385123922,83.1656648,17.6176525
Khodri Power Plant,hydro,120.0,UJVNL (Uttarakhand Jal Vidyut Nigam),Uttaranchal,way/385247308,77.7999839,30.5085043
Unnamed Coal Plant,coal,0,Unknown,Tamil Nadu,way/385432377,78.0896501,8.816583
Thoothukudi IBPGL,coal,0,Unknown,Tamil Nadu,way/385432381,78.1086516,8.8660609
Thoothukudi IBTPL power station,coal,300.0,Unknown,Tamil Nadu,way/385432388,78.0544525,8.8851369
Unnamed Hydro Plant,hydro,0,Unknown,Karnataka,way/385485121,75.4225407,12.4474757
Unnamed Unknown Plant,coal,0,Unknown,Tamil Nadu,way/386718594,78.4087061,12.2868552
Unnamed Hydro Plant,hydro,0,Unknown,Jammu and Kashmir,way/388312494,74.7783301,34.2232514
Mangalwedha,solar,20.0,Unknown,Maharashtra,way/391353485,75.4318526,17.5377547
Neugal Power House,hydro,0,Private,Himachal Pradesh,way/391428602,76.5441576,32.1574065
DGEN Mega Power Plant,gas,1200.0,Torrent Power,Gujarat,way/391690051,72.6115622,21.7069628
OPG Power,coal,300.0,OPG Power Ventures,Gujarat,way/391690052,69.8961685,22.8929928
Rajpura Thermal Power Plant,coal,1400.0,Larsen & Toubro,Punjab,way/392090790,76.5694192,30.5547477
Gobindpura,solar,25.0,Unknown,Punjab,way/392094386,75.6275764,29.8719247
Suntholi,solar,25.0,Unknown,Madhya Pradesh,way/392354786,75.0384958,24.7213523
Padliya,solar,25.0,Unknown,Madhya Pradesh,way/392354793,75.0878578,24.7875131
Welspun Solar MP project Bhagwanpura,solar,151.0,Unknown,Madhya Pradesh,way/392354797,75.1295707,24.6899479
Gulabpura,solar,5.0,Unknown,Rajasthan,way/393038006,74.6566768,25.8592472
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/393047705,72.1429931,27.3743608
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/393047706,72.345711,27.4481553
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/393047707,72.3400226,27.4510933
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/393047710,72.1360925,27.3911207
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/393047712,72.1379696,27.3804209
Gadna 2,solar,5.0,Unknown,Rajasthan,way/393047722,72.3966954,27.4297614
Unnamed Solar Plant,solar,5.0,Unknown,Rajasthan,way/393047724,72.2065939,27.5735205
Gadna 1,solar,5.0,Unknown,Rajasthan,way/393047725,72.3887594,27.4277573
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/393047730,72.2697283,27.4609241
Amla Nankar-Susner,solar,12.9,Unknown,Madhya Pradesh,way/394947469,76.1210381,23.9294184
Kachhaliya,solar,40.0,Unknown,Madhya Pradesh,way/394947474,75.8972771,23.8847863
Goyalkhedi,solar,32.0,Unknown,Madhya Pradesh,way/394947475,75.6398523,23.7486344
Gadarwara Super Thermal Power Station,coal,1600.0,NTPC Limited,Madhya Pradesh,way/394955715,78.8643595,22.8630384
Amarkantak Thermal Power Station,coal,210.0,Madhya Pradesh Power Generating Company Limited,Madhya Pradesh,way/395125076,81.6339262,23.164236
Unnamed Biomass Plant,biomass,12.0,Arya Eenergy,Madhya Pradesh,way/395125079,81.9624189,23.2312342
Mahadev Prasad Super Thermal Power Plant,coal,540.0,DVC (Damodar Valley Corporation),Jharkhand,way/395142061,86.0593502,22.8376403
Spectrum Power Generation Kakinada Plant,gas,208.0,Spectrum Power Generation,Andhra Pradesh,way/396376950,82.3096041,17.0574855
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/396920339,83.4537773,20.7308685
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/396920346,83.4636869,20.7327383
Meramandali Power Station,coal,250.0,Tata Steel BSL Limited,Orissa,way/396925738,85.2536075,20.8066389
Kamalanga Thermal Power Plant,coal,1050.0,GMR Energy,Orissa,way/396925739,85.2653241,20.8652362
Pulivendula,solar,5.0,Unknown,Andhra Pradesh,way/400498254,78.2385457,14.4630812
Megha Solar Plant,solar,0,Unknown,Andhra Pradesh,way/400498277,77.6849195,14.9480647
Kudgi Super Thermal Power Project,coal,2400.0,NTPS,Karnataka,way/409304651,75.8371387,16.5053241
